21045;17880;14375;12730;9723;6850;5597;5114;4539;5000;5151;4887;5112;9338;7466;7280;6655;6713;6927;7046;6125;5268;5531;5006;5320;5000;5643;5392;5586;5469;5565;5277;5925;5349;5463;5581;5167;5626;6479;6558;4105
17175;15006;13123;9507;7377;5902;6019;4475;3905;6977;6157;6709;6011;6124;6094;5962;6116;5838;6532;6575;6241;7700;5164;5456;5861;5591;5696;5204;5092;5657;5423;5867;5382;5534;5790;5663;5564;5601;5909;5905;3710
