1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;
1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;
1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;
1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;
1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;
1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;1966;
1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;
1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;
1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;1954;
1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;
1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;1887;
