9548;7618;7235;6778;6337;6123;6108;6108;6108;5943;5885;5827;5745;5688;5650;5607;5618;5523;5559;5539;5459;5459;5459;5459;5459;5459;5459;5440;5467;5420;5300;5126;5015;4989;4980;4960;4902;4887;4899;4884
9160;7775;7317;6970;6643;6352;6335;6335;6030;5934;5935;5935;5879;5879;5893;5847;5848;5839;5834;5833;5836;5830;5827;5829;5830;5826;5828;5832;5830;5830;5834;5826;5827;5838;5830;5830;5834;5837;5831;5770
